1748643412,27.110.215.0/24,45049+6696+6762+6453+9299+137417,137417,9299
1748643412,27.107.196.0/23,45049+6696+6762+6453+4755+45820,45820,17762
1748643412,27.107.203.0/24,45049+6696+6762+6453+4755+45820,45820,17762
1748643412,27.107.204.0/24,45049+6696+6762+6453+4755+45820,45820,17762
1748643412,27.107.176.0/20,45049+6696+6762+6453+4755+45820,45820,17762
1748643412,27.107.202.0/24,45049+6696+6762+6453+4755+45820,45820,55740
1748643414,103.62.0.0/22,44393+58057+50673+6762+2516+15830+17941,17941,32402
1748643423,103.27.24.0/22,202365+50673+6830+4837+17816,17816,58834
1748643423,202.168.160.0/19,202365+50673+6830+4837+17816,17816,58834
1748643424,43.241.51.0/24,202365+50673+6762+4134+23650,23650,63567
1748643473,45.112.58.0/24,45049+6696+6762+6453+4755+55352+55352,55352,153271
1748643473,58.69.38.0/24,45049+6696+6762+6453+9299+21859,21859,9299
1748643473,49.249.226.0/24,45049+6696+6762+6453+4755+45820,45820,58693
1748643473,45.249.124.0/22,45049+6696+6762+6453+4755+9885+4758,4758,142502
1748643473,45.248.169.0/24,45049+6696+6762+6453+4755+133296+45415+45415+45415+45415+45415+45415+132573+132573+132573+132573,132573,133232
1748643473,45.248.168.0/24,45049+6696+6762+6453+4755+133296+45415+45415+45415+45415+45415+45415+132573+132573+132573+132573,132573,133232
1748643473,66.110.74.0/24,45049+6696+6762+6453+394469+33576,33576,394469
1748643473,45.127.203.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643473,45.127.202.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643473,45.127.201.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643473,45.127.200.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643473,59.185.20.0/24,45049+6696+6762+6453+4755+9829,9829,17813
1748643487,104.132.12.0/24,202365+50673+6762+4637,4637,41264
1748643498,103.71.70.0/24,34800+58057+50673+6762+4134+23650,23650,151296
1748643498,103.71.71.0/24,34800+58057+50673+6762+4134+23650,23650,151296
1748643498,103.71.69.0/24,34800+58057+50673+6762+4134+23650,23650,151296
1748643503,103.67.23.0/24,45049+6696+6762+6453+4755+9583+17806+150718,150718,150753
1748643503,103.99.66.0/24,45049+6696+6762+6453+4755+15830+137083+137083+137083+137083+140148+140148,140148,150086
1748643503,103.99.67.0/24,45049+6696+6762+6453+4755+15830+137083+137083+137083+137083+140148+140148,140148,150086
1748643503,103.159.100.0/23,45049+6696+6762+6453+4755+9583+134021+134021+134021+134021,134021,135758
1748643503,103.139.136.0/23,45049+6696+6762+6453+21859,21859,146834
1748643503,115.124.40.0/24,45049+6696+6762+6453+4755+45820+56124,56124,58765
1748643503,115.124.46.0/24,45049+6696+6762+6453+4755+45820+56124,56124,58765
1748643503,115.109.128.0/17,45049+6696+6762+6453+4755+17908,17908,4755
1748643503,103.239.170.0/24,45049+6696+6762+6453+4755+55352+55352+55352+55352+55352+55352+133001,133001,153271
1748643503,103.239.171.0/24,45049+6696+6762+6453+4755+55352+55352+55352+55352+55352+55352+55352,55352,153271
1748643503,103.172.58.0/23,45049+6696+6762+6453+4755+17439+150596+135799,135799,151713
1748643503,103.239.168.0/24,45049+6696+6762+6453+4755+55352+55352+55352+55352+55352+55352+133001+133001+133001+133001+133001,133001,153271
1748643503,103.239.169.0/24,45049+6696+6762+6453+4755+55352+55352+55352+55352+55352+55352+133001+133001+133001+133001+133001,133001,153271
1748643503,103.55.21.0/24,45049+6696+6762+6453+4755+150620+17439,17439,150620
1748643503,115.112.217.0/24,45049+6696+6762+6453+4755+141464,141464,4755
1748643503,103.173.214.0/24,45049+6696+6762+6453+9498+137000,137000,139490
1748643503,103.168.212.0/24,45049+6696+6762+6453+9498+137000,137000,139490
1748643503,103.148.249.0/24,45049+6696+6762+6453+4755+134027+134027+134027+134027+134027+134027,134027,139569
1748643503,110.232.255.0/24,45049+6696+6762+6453+4755+134319+134319+134319+134319+134319,134319,45232
1748643503,103.196.133.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643503,103.196.135.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643503,103.196.134.0/24,45049+6696+6762+6453+4755+17439+55352+24554,24554,135848
1748643504,103.208.48.0/22,34800+58057+50673+6762+4134+23650,23650,63677+63679
1748643533,156.236.19.0/24,45049+6696+6762+6453+4755+21859,21859,17561+984
1748643533,160.202.197.0/24,45049+6696+6762+6453+4755+7633+148000,148000,142501+148001+148002
1748643533,160.30.145.0/24,45049+6696+6762+6453+4755+141308+141308+141308+141308,141308,135701
1748643533,161.248.159.0/24,45049+6696+6762+6453+4755+132215,132215,153301
1748643533,154.223.148.0/23,45049+6696+6762+6453+21859+137443+137443,137443,203020
